DEBUG:root:2: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[13, 12], 2537, []]. Его позиция [13, 13], 2538, [12, 12]
DEBUG:root:2: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[13, 12], 2537, []]. Его позиция [13, 13], 2538, [12, 12]
DEBUG:root:3: плешивый койот нет глобальных вейпоинтов. Его задача [[5, 6], 741, []]. Его позиция [6, 6], 1218, [12, 12]
DEBUG:root:3: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[5, 6], 741, []]. Его позиция [6, 6], 1218, [12, 12]
DEBUG:root:4: Неизвестный нет глобальных вейпоинтов. Его задача [[4, 5], 369, []]. Его позиция [5, 5], 740, [12, 12]
DEBUG:root:4: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[4, 5], 369, []]. Его позиция [5, 5], 740, [12, 12]
DEBUG:root:19: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 12], 3013, []]. Его позиция [13, 12], 2537, [15, 24]
DEBUG:root:19: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 12], 3013, []]. Его позиция [13, 12], 2537, [15, 24]
DEBUG:root:21: плешивый койот нет глобальных вейпоинтов. Его задача [[6, 6], 1218, []]. Его позиция [5, 6], 741, [24, 13]
DEBUG:root:21: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[6, 6], 1218, []]. Его позиция [5, 6], 741, [24, 13]
DEBUG:root:25: Неизвестный нет глобальных вейпоинтов. Его задача [[4, 4], 368, []]. Его позиция [4, 5], 369, [24, 19]
DEBUG:root:25: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[4, 4], 368, []]. Его позиция [4, 5], 369, [24, 19]
DEBUG:root:26: плешивый койот нет глобальных вейпоинтов. Его задача [[6, 5], 1217, []]. Его позиция [6, 6], 1218, [0, 10]
DEBUG:root:26: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[6, 5], 1217, []]. Его позиция [6, 6], 1218, [0, 10]
DEBUG:root:49: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 11], 3012, []]. Его позиция [14, 12], 3013, [0, 5]
DEBUG:root:49: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 11], 3012, []]. Его позиция [14, 12], 3013, [0, 5]
DEBUG:root:54: плешивый койот нет глобальных вейпоинтов. Его задача [[5, 5], 740, []]. Его позиция [6, 5], 1217, [14, 24]
DEBUG:root:54: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[5, 5], 740, []]. Его позиция [6, 5], 1217, [14, 24]
DEBUG:root:63: Неизвестный нет глобальных вейпоинтов. Его задача [[4, 5], 369, []]. Его позиция [4, 4], 368, [7, 24]
DEBUG:root:63: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[4, 5], 369, []]. Его позиция [4, 4], 368, [7, 24]
DEBUG:root:67: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 10], 3011, []]. Его позиция [14, 11], 3012, [11, 24]
DEBUG:root:67: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 10], 3011, []]. Его позиция [14, 11], 3012, [11, 24]
DEBUG:root:self.name_npc - Птица, self.steps_to_despawn - 30, self.delete - False
DEBUG:root:verified_position - [[[4, 0], 2534], [[5, 0], 2534], [[3, 0], 2534], [[4, 1], 2534], [[5, 1], 2534], [[3, 1], 2534], [[4, 2], 2534], [[5, 2], 2534], [[3, 2], 2534], [[4, 3], 2534], [[5, 3], 2534], [[3, 3], 2534], [[4, 4], 2534], [[5, 4], 2534], [[3, 4], 2534], [[4, 5], 2534], [[6, 4], 2534], [[5, 5], 2534], [[2, 4], 2534], [[3, 5], 2534], [[2, 5], 2534], [[3, 6], 2534], [[1, 5], 2534], [[2, 6], 2534], [[6, 1], 2534], [[2, 3], 2534], [[1, 4], 2534], [[0, 5], 2534], [[1, 6], 2534], [[2, 2], 2534], [[1, 3], 2534], [[0, 4], 2534], [[0, 6], 2534], [[0, 7], 2534], [[1, 7], 2534], [[0, 8], 2534], [[1, 8], 2534], [[0, 9], 2534], [[1, 9], 2534], [[0, 10], 2534], [[1, 10], 2534], [[0, 11], 2534], [[2, 1], 2534], [[1, 2], 2534], [[0, 3], 2534], [[1, 1], 2534], [[2, 0], 2534], [[0, 2], 2534], [[0, 1], 2534], [[1, 0], 2534], [[0, 0], 2534], [[7, 4], 2534], [[6, 5], 2534], [[6, 3], 2534], [[8, 4], 2534], [[7, 5], 2534], [[7, 3], 2534], [[9, 4], 2534], [[8, 5], 2534], [[8, 3], 2534], [[9, 5], 2534], [[8, 6], 2534], [[9, 6], 2534], [[7, 6], 2534], [[8, 7], 2534], [[10, 6], 2534], [[9, 7], 2534], [[10, 7], 2534], [[9, 8], 2534], [[11, 7], 2534], [[10, 8], 2534], [[11, 8], 2534], [[10, 9], 2534], [[12, 8], 2534], [[11, 9], 2534], [[12, 9], 2534], [[11, 10], 2534], [[13, 9], 2534], [[12, 10], 2534], [[14, 9], 2534], [[13, 10], 2534], [[13, 8], 2534], [[14, 10], 2534], [[13, 11], 2534], [[15, 10], 2534], [[14, 11], 2534], [[15, 9], 2534], [[14, 8], 2534], [[16, 9], 2534], [[15, 8], 2534], [[16, 8], 2534], [[15, 7], 2534], [[14, 7], 2534], [[13, 7], 2534], [[14, 6], 2534], [[12, 7], 2534], [[13, 6], 2534], [[15, 6], 2534], [[14, 5], 2534], [[9, 9], 2534], [[10, 10], 2534], [[9, 10], 2534], [[10, 11], 2534], [[12, 6], 2534], [[13, 5], 2534], [[15, 5], 2534], [[14, 4], 2534], [[16, 5], 2534], [[15, 4], 2534], [[11, 6], 2534], [[8, 9], 2534], [[12, 5], 2534], [[16, 4], 2534], [[15, 3], 2534], [[17, 4], 2534], [[16, 3], 2534], [[18, 4], 2534], [[17, 5], 2534], [[17, 3], 2534], [[19, 4], 2534], [[18, 5], 2534], [[18, 3], 2534], [[19, 5], 2534], [[18, 6], 2534], [[20, 5], 2534], [[19, 6], 2534], [[21, 5], 2534], [[20, 6], 2534], [[20, 4], 2534], [[22, 5], 2534], [[21, 6], 2534], [[21, 4], 2534], [[22, 6], 2534], [[21, 7], 2534], [[22, 7], 2534], [[20, 7], 2534], [[21, 8], 2534], [[22, 8], 2534], [[20, 8], 2534], [[21, 9], 2534], [[22, 9], 2534], [[20, 9], 2534], [[21, 10], 2534], [[23, 9], 2534], [[22, 10], 2534], [[23, 10], 2534], [[22, 11], 2534], [[23, 11], 2534], [[21, 11], 2534], [[22, 12], 2534], [[24, 11], 2534], [[23, 12], 2534], [[24, 12], 2534], [[24, 10], 2534], [[24, 9], 2534], [[24, 8], 2534], [[23, 8], 2534], [[24, 7], 2534], [[23, 7], 2534], [[24, 6], 2534], [[23, 6], 2534], [[19, 7], 2534], [[24, 5], 2534], [[23, 5], 2534], [[24, 4], 2534], [[23, 4], 2534], [[22, 4], 2534], [[24, 3], 2534], [[23, 3], 2534], [[22, 3], 2534], [[21, 3], 2534], [[20, 3], 2534], [[19, 3], 2534], [[24, 2], 2534], [[23, 2], 2534], [[22, 2], 2534], [[21, 2], 2534], [[20, 2], 2534], [[19, 2], 2534], [[18, 2], 2534], [[24, 1], 2534], [[23, 1], 2534], [[22, 1], 2534], [[21, 1], 2534], [[13, 4], 2534], [[17, 2], 2534], [[20, 1], 2534], [[8, 8], 2534], [[14, 3], 2534], [[11, 5], 2534], [[7, 9], 2534], [[8, 10], 2534], [[16, 2], 2534], [[19, 1], 2534], [[12, 4], 2534], [[18, 1], 2534], [[24, 0], 2534], [[15, 2], 2534], [[23, 0], 2534], [[22, 0], 2534], [[13, 3], 2534], [[17, 1], 2534], [[21, 0], 2534], [[10, 5], 2534], [[7, 8], 2534], [[20, 0], 2534], [[11, 4], 2534], [[6, 9], 2534], [[7, 10], 2534], [[14, 2], 2534], [[16, 1], 2534], [[19, 0], 2534], [[12, 3], 2534], [[18, 0], 2534], [[7, 7], 2534], [[15, 1], 2534], [[13, 2], 2534], [[10, 4], 2534], [[6, 8], 2534], [[17, 0], 2534], [[11, 3], 2534], [[5, 9], 2534], [[6, 10], 2534], [[14, 1], 2534], [[16, 0], 2534], [[12, 2], 2534], [[6, 7], 2534], [[10, 3], 2534], [[5, 8], 2534], [[13, 1], 2534], [[15, 0], 2534], [[11, 2], 2534], [[14, 0], 2534], [[12, 1], 2534], [[6, 6], 2534], [[5, 7], 2534], [[4, 8], 2534], [[13, 0], 2534], [[10, 2], 2534], [[11, 1], 2534], [[24, 13], 2534], [[23, 13], 2534], [[24, 14], 2534], [[23, 14], 2534], [[24, 15], 2534], [[23, 15], 2534], [[24, 16], 2534], [[23, 16], 2534], [[24, 17], 2534], [[23, 17], 2534], [[24, 18], 2534], [[23, 18], 2534], [[24, 19], 2534], [[23, 19], 2534], [[24, 20], 2534], [[22, 19], 2534], [[23, 20], 2534], [[22, 20], 2534], [[23, 21], 2534], [[21, 20], 2534], [[22, 21], 2534], [[21, 19], 2534], [[22, 18], 2534], [[20, 20], 2534], [[21, 21], 2534], [[20, 19], 2534], [[21, 18], 2534], [[22, 17], 2534], [[19, 19], 2534], [[20, 18], 2534], [[21, 17], 2534], [[22, 16], 2534], [[19, 18], 2534], [[20, 17], 2534], [[18, 19], 2534], [[19, 20], 2534], [[18, 20], 2534], [[19, 21], 2534], [[20, 21], 2534], [[18, 21], 2534], [[19, 22], 2534], [[20, 22], 2534], [[18, 22], 2534], [[19, 23], 2534], [[20, 23], 2534], [[18, 23], 2534], [[19, 24], 2534], [[21, 23], 2534], [[20, 24], 2534], [[18, 24], 2534], [[21, 16], 2534], [[17, 22], 2534], [[17, 21], 2534], [[17, 23], 2534], [[22, 15], 2534], [[17, 20], 2534], [[17, 24], 2534], [[18, 18], 2534], [[19, 17], 2534], [[20, 16], 2534], [[17, 19], 2534], [[21, 15], 2534], [[16, 22], 2534], [[16, 21], 2534], [[16, 23], 2534], [[18, 17], 2534], [[19, 16], 2534], [[17, 18], 2534], [[20, 15], 2534], [[16, 20], 2534], [[16, 24], 2534], [[16, 19], 2534], [[21, 14], 2534], [[17, 17], 2534], [[18, 16], 2534], [[19, 15], 2534], [[15, 22], 2534], [[15, 21], 2534], [[15, 23], 2534], [[16, 18], 2534], [[20, 14], 2534], [[15, 20], 2534], [[15, 24], 2534], [[17, 16], 2534], [[18, 15], 2534], [[15, 19], 2534], [[16, 17], 2534], [[19, 14], 2534], [[15, 18], 2534], [[14, 21], 2534], [[14, 24], 2534], [[16, 16], 2534], [[17, 15], 2534], [[18, 14], 2534], [[15, 17], 2534], [[19, 13], 2534], [[14, 19], 2534], [[14, 18], 2534], [[16, 15], 2534], [[17, 14], 2534], [[15, 16], 2534], [[18, 13], 2534], [[14, 17], 2534], [[20, 13], 2534], [[19, 12], 2534], [[21, 13], 2534], [[20, 12], 2534], [[13, 19], 2534], [[14, 20], 2534], [[13, 20], 2534], [[15, 15], 2534], [[16, 14], 2534], [[17, 13], 2534], [[13, 18], 2534], [[14, 16], 2534], [[18, 12], 2534], [[13, 17], 2534], [[19, 11], 2534], [[12, 20], 2534], [[13, 21], 2534], [[15, 14], 2534], [[16, 13], 2534], [[12, 19], 2534], [[14, 15], 2534], [[17, 12], 2534], [[13, 16], 2534], [[18, 11], 2534], [[12, 18], 2534], [[14, 14], 2534], [[15, 13], 2534], [[16, 12], 2534], [[12, 17], 2534], [[20, 11], 2534], [[19, 10], 2534], [[17, 11], 2534], [[11, 19], 2534], [[12, 16], 2534], [[13, 15], 2534], [[18, 10], 2534], [[11, 18], 2534], [[15, 12], 2534], [[16, 11], 2534], [[11, 17], 2534], [[20, 10], 2534], [[19, 9], 2534], [[17, 10], 2534], [[12, 15], 2534], [[13, 14], 2534], [[10, 19], 2534], [[11, 20], 2534], [[11, 16], 2534], [[14, 12], 2534], [[15, 11], 2534], [[10, 18], 2534], [[16, 10], 2534], [[17, 9], 2534], [[11, 15], 2534], [[12, 14], 2534], [[10, 17], 2534], [[18, 9], 2534], [[19, 8], 2534], [[9, 19], 2534], [[10, 20], 2534], [[10, 16], 2534]]
DEBUG:root:269: Неизвестный нет глобальных вейпоинтов. Его задача [[2, 5], 158, []]. Его позиция [2, 4], 157, [0, 24]
DEBUG:root:269: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[2, 5], 158, []]. Его позиция [2, 4], 157, [0, 24]
DEBUG:root:281: плешивый койот нет глобальных вейпоинтов. Его задача [[6, 6], 1218, []]. Его позиция [5, 6], 741, [24, 4]
DEBUG:root:281: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[6, 6], 1218, []]. Его позиция [5, 6], 741, [24, 4]
DEBUG:root:286: плешивый койот нет глобальных вейпоинтов. Его задача [[6, 7], 1219, []]. Его позиция [6, 6], 1218, [0, 7]
DEBUG:root:286: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[6, 7], 1219, []]. Его позиция [6, 6], 1218, [0, 7]
DEBUG:root:288: Неизвестный нет глобальных вейпоинтов. Его задача [[2, 6], 159, []]. Его позиция [2, 5], 158, [15, 0]
DEBUG:root:288: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[2, 6], 159, []]. Его позиция [2, 5], 158, [15, 0]
DEBUG:root:311: Маленькая Верная Рука Энни Окли есть глобальные вейпоинты, но нет локальных - считаем локальные вейпоинты. Его задача [[14, 9], 3009, []]. Его позиция [13, 9], 2534, [23, 20]
DEBUG:root:319: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[15, 9], 3528, []]. Его позиция [14, 9], 3009, [0, 15]
DEBUG:root:319: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[15, 9], 3528, []]. Его позиция [14, 9], 3009, [0, 15]
DEBUG:root:320: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 6], 227, []]. Его позиция [2, 6], 159, [20, 0]
DEBUG:root:320: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 6], 227, []]. Его позиция [2, 6], 159, [20, 0]
DEBUG:root:324: плешивый койот нет глобальных вейпоинтов. Его задача [[7, 7], 1610, []]. Его позиция [6, 7], 1219, [13, 0]
DEBUG:root:324: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[7, 7], 1610, []]. Его позиция [6, 7], 1219, [13, 0]
DEBUG:root:330: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 7], 228, []]. Его позиция [3, 6], 227, [0, 4]
DEBUG:root:330: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 7], 228, []]. Его позиция [3, 6], 227, [0, 4]
DEBUG:root:345: плешивый койот нет глобальных вейпоинтов. Его задача [[8, 7], 1818, []]. Его позиция [7, 7], 1610, [0, 2]
DEBUG:root:345: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[8, 7], 1818, []]. Его позиция [7, 7], 1610, [0, 2]
DEBUG:root:348: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[15, 8], 3527, []]. Его позиция [15, 9], 3528, [0, 12]
DEBUG:root:348: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[15, 8], 3527, []]. Его позиция [15, 9], 3528, [0, 12]
DEBUG:root:354: Неизвестный нет глобальных вейпоинтов. Его задача [[2, 7], 160, []]. Его позиция [3, 7], 228, [2, 0]
DEBUG:root:354: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[2, 7], 160, []]. Его позиция [3, 7], 228, [2, 0]
DEBUG:root:373: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 7], 228, []]. Его позиция [2, 7], 160, [24, 15]
DEBUG:root:373: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 7], 228, []]. Его позиция [2, 7], 160, [24, 15]
DEBUG:root:376: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 6], 227, []]. Его позиция [3, 7], 228, [0, 15]
DEBUG:root:376: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 6], 227, []]. Его позиция [3, 7], 228, [0, 15]
DEBUG:root:380: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[15, 7], 3523, []]. Его позиция [15, 8], 3527, [18, 24]
DEBUG:root:380: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[15, 7], 3523, []]. Его позиция [15, 8], 3527, [18, 24]
DEBUG:root:382: плешивый койот нет глобальных вейпоинтов. Его задача [[7, 7], 1610, []]. Его позиция [8, 7], 1818, [0, 3]
DEBUG:root:382: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[7, 7], 1610, []]. Его позиция [8, 7], 1818, [0, 3]
DEBUG:root:392: плешивый койот нет глобальных вейпоинтов. Его задача [[6, 7], 1219, []]. Его позиция [7, 7], 1610, [24, 11]
DEBUG:root:392: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[6, 7], 1219, []]. Его позиция [7, 7], 1610, [24, 11]
DEBUG:root:397: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 7], 228, []]. Его позиция [3, 6], 227, [4, 24]
DEBUG:root:397: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 7], 228, []]. Его позиция [3, 6], 227, [4, 24]
DEBUG:root:400: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 6], 227, []]. Его позиция [3, 7], 228, [3, 0]
DEBUG:root:400: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 6], 227, []]. Его позиция [3, 7], 228, [3, 0]
DEBUG:root:404: Неизвестный нет глобальных вейпоинтов. Его задача [[4, 6], 370, []]. Его позиция [3, 6], 227, [5, 24]
DEBUG:root:404: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[4, 6], 370, []]. Его позиция [3, 6], 227, [5, 24]
DEBUG:root:423: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 7], 3006, []]. Его позиция [15, 7], 3523, [1, 24]
DEBUG:root:423: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 7], 3006, []]. Его позиция [15, 7], 3523, [1, 24]
DEBUG:root:427: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 8], 3008, []]. Его позиция [14, 7], 3006, [24, 23]
DEBUG:root:427: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 8], 3008, []]. Его позиция [14, 7], 3006, [24, 23]
DEBUG:root:430: плешивый койот нет глобальных вейпоинтов. Его задача [[7, 7], 1610, []]. Его позиция [6, 7], 1219, [24, 5]
DEBUG:root:430: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[7, 7], 1610, []]. Его позиция [6, 7], 1219, [24, 5]
DEBUG:root:435: плешивый койот нет глобальных вейпоинтов. Его задача [[7, 6], 1609, []]. Его позиция [7, 7], 1610, [0, 2]
DEBUG:root:435: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[7, 6], 1609, []]. Его позиция [7, 7], 1610, [0, 2]
DEBUG:root:437: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 6], 227, []]. Его позиция [4, 6], 370, [0, 14]
DEBUG:root:437: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 6], 227, []]. Его позиция [4, 6], 370, [0, 14]
DEBUG:root:442: плешивый койот нет глобальных вейпоинтов. Его задача [[8, 6], 1817, []]. Его позиция [7, 6], 1609, [3, 24]
DEBUG:root:442: плешивый койот глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[8, 6], 1817, []]. Его позиция [7, 6], 1609, [3, 24]
DEBUG:root:446: Маленькая Верная Рука Энни Окли нет глобальных вейпоинтов. Его задача [[14, 9], 3009, []]. Его позиция [14, 8], 3008, [8, 0]
DEBUG:root:446: Маленькая Верная Рука Энни Окли глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[14, 9], 3009, []]. Его позиция [14, 8], 3008, [8, 0]
DEBUG:root:448: Неизвестный нет глобальных вейпоинтов. Его задача [[3, 5], 226, []]. Его позиция [3, 6], 227, [24, 22]
DEBUG:root:448: Неизвестный глобальные позиции не равны или глобальные позиции равны, но не равны зоны доступности. Его задача [[3, 5], 226, []]. Его позиция [3, 6], 227, [24, 22]
